canonical_ref,chapter,verse,speaker,devanagari,iast,english_telang,review_status,checksum
"gita.9.18","9","18","Krishna","गतिर्भर्ता प्रभुः साक्षी निवासः शरणं सुहृत्।
प्रभवः प्रलयः स्थानं निधानं बीजमव्ययम् ॥","gatirbhartā prabhuḥ sākṣī nivāsaḥ śaraṇaṃ suhṛt
prabhavaḥ pralayaḥ sthānaṃ nidhānaṃ bījamavyayam","the goal the sustainer the lord the supervisor the residence the asylum the friend the source and that in which it merges the support the receptacle and the inexhaustible seed.","machine-aligned; two human reviews pending","1c781bfbfec95a660b3a822176f5182abee7e6cf9001d8972114605171f146a6"
"gita.9.19","9","19","Krishna","तपाम्यहमहं वर्षं निगृह्णाम्युत्सृजामि च।
अमृतं चैव मृत्युश्च सदसच्चाहमर्जुन ॥","tapāmyahamahaṃ varṣaṃ nigṛhṇāmyutsṛjāmi ca
amṛtaṃ caiva mṛtyuśca sadasaccāhamarjuna","I cause heat and I send forth and stop showers. I am immortality and also death and I, O Arjuna! am that which is and that which is not.","machine-aligned; two human reviews pending","5609d685e74517192f89277d19efbd048c6359b738931ed621a486bb8d57bc96"
"gita.9.20","9","20","Krishna","त्रैविद्या मां सोमपाः पूतपापा
यज्ञैरिष्ट्वा स्वर्गतिं प्रार्थयन्ते।
ते पुण्यमासाद्य सुरेन्द्रलोक-
मश्नन्ति दिव्यान्दिवि देवभोगान् ॥","traividyā māṃ somapāḥ pūtapāpā yajñairiṣṭvā svargatiṃ prārthayante
te puṇyamāsādya surendralokaṃ aśnanti divyāndivi devabhogān","Those who know the three (branches of) knowledge who drink the Soma juice whose sins are washed away offer sacrifices and pray to me for a passage into heaven and reaching the holy world of the lord of gods they enjoy in the celestial regions the celestial pleasures of the gods. And having enjoyed that great heavenly world","machine-aligned; two human reviews pending","870ba431828a2a352e1428bef5483e2d271c0f9d76f3705a4bea0bc3b955b0f0"
"gita.9.21","9","21","Krishna","ते तं भुक्त्वा स्वर्गलोकं विशालं
क्षीणे पुण्ये मर्त्यलोकं विशन्ति।
एवं त्रयीधर्ममनुप्रपन्ना
गतागतं कामकामा लभन्ते ॥","te taṃ bhuktvā svargalokaṃ viśālaṃ kṣīṇe puṇye martyalokaṃ viśanti
evaṃ trayīdharmamanuprapannā gatāgataṃ kāmakāmā labhante","they enter the mortal world when (their) merit is exhausted. Thus those who wish for objects of desire and resort to the ordinances of the three ( Vedas )","machine-aligned; two human reviews pending","0057efbf6576e05f5856df08aa4b14c2e9948d31563094e574422633b9fe965e"
"gita.9.22","9","22","Krishna","अनन्याश्चिन्तयन्तो मां ये जनाः पर्युपासते।
तेषां नित्याभियुक्तानां योगक्षेमं वहाम्यहम् ॥","ananyāścintayanto māṃ ye janāḥ paryupāsate
teṣāṃ nityābhiyuktānāṃ yogakṣemaṃ vahāmyaham","obtain (as the fruit) going and coming. To those men who worship me meditating on me and on no one else and who are constantly devoted I give new gifts and preserve what is acquired by them.","machine-aligned; two human reviews pending","79f7b58bb3f9b5536f7da7a19f33821efffadf5f669fbec1f86824dc4ea338ee"
"gita.9.23","9","23","Krishna","येऽप्यन्यदेवता भक्ता यजन्ते श्रद्धयान्विताः।
तेऽपि मामेव कौन्तेय यजन्त्यविधिपूर्वकम् ॥","ye.apyanyadevatābhaktā yajante śraddhayānvitāḥ
te.api māmeva kaunteya yajantyavidhipūrvakam","Even those O son of Kuntī! who being devotees of other divinities worship with faith","machine-aligned; two human reviews pending","7ca854516ab344a28c2afde8b64c652f21886f62cb2c2706377ce9045521f267"
"gita.9.24","9","24","Krishna","अहं हि सर्वयज्ञानां भोक्ता च प्रभुरेव च।
न तु मामभिजानन्ति तत्त्वेनातश्च्यवन्ति ते ॥","ahaṃ hi sarvayajñānāṃ bhoktā ca prabhureva ca
na tu māmabhijānanti tattvenātaścyavanti te","worship me only, (but) irregularly. For I am the enjoyer as well as the lord of all sacrifices. But they know me not truly therefore do they fall.","machine-aligned; two human reviews pending","6aecb756b54261d7cdf25ceb45803bd87b71204ace2b1861567b798b506e7d2a"
"gita.9.25","9","25","Krishna","यान्ति देवव्रता देवान्पितॄन्यान्ति पितृव्रताः।
भूतानि यान्ति भूतेज्या यान्ति मद्याजिनोऽपि माम् ॥","yānti devavratā devānpitṝnyānti pitṛvratāḥ
bhūtāni yānti bhūtejyā yānti madyājino.api mām","Those who make vows to the gods go to the gods those who make vows to the manes go to the manes, those who worship the Bhūtas go to the Bhūtas and those likewise who worship me go to me.","machine-aligned; two human reviews pending","9c3f21ee2d252ef7286613fd20d0ec5c966fb179acb069460a0e9cf9f7ff2b6e"
"gita.9.26","9","26","Krishna","पत्रं पुष्पं फलं तोयं यो मे भक्त्या प्रयच्छति।
तदहं भक्त्युपहृतमश्नामि प्रयतात्मनः ॥","patraṃ puṣpaṃ phalaṃ toyaṃ yo me bhaktyā prayacchati
tadahaṃ bhaktyupahṛtamaśnāmi prayatātmanaḥ","Whoever with devotion offers me leaf, flower, fruit, water, that, presented with devotion, I accept from him whose self is pure.","machine-aligned; two human reviews pending","86b0523dfe273669aeec1123a9c5f2a8b52b45aff13af68713cf68711f5e60cb"
"gita.9.27","9","27","Krishna","यत्करोषि यदश्नासि यज्जुहोषि ददासि यत्।
यत्तपस्यसि कौन्तेय तत्कुरुष्व मदर्पणम् ॥","yatkaroṣi yadaśnāsi yajjuhoṣi dadāsi yat
yattapasyasi kaunteya tatkuruṣva madarpaṇam","Whatever you do, O son of Kuntī! whatever you eat, whatever sacrifice you make, whatever you give, whatever penance you perform, do that as offered to me.","machine-aligned; two human reviews pending","46a8308e10fd61c3b544eaeaa491d71ad97f54ade9fcd33af2d70a67b3a57d17"
"gita.9.28","9","28","Krishna","शुभाशुभफलैरेवं मोक्ष्यसे कर्मबन्धनैः।
संन्यासयोगयुक्तात्मा विमुक्तो मामुपैष्यसि ॥","śubhāśubhaphalairevaṃ mokṣyase karmabandhanaiḥ
saṃnyāsayogayuktātmā vimukto māmupaiṣyasi","Thus will you be released from the bonds of action the fruits of which are agreeable or disagreeable. And with your self possessed of (this) devotion, (this) renunciation you will be released (from the bonds of action) and will come to me.","machine-aligned; two human reviews pending","d5da76a6f10876bf6c3edfebdd599595f9e6bd6e6aacd6c901685fbe54ae2e37"
"gita.9.29","9","29","Krishna","समोऽहं सर्वभूतेषु न मे द्वेष्योऽस्ति न प्रियः।
ये भजन्ति तु मां भक्त्या मयि ते तेषु चाप्यहम् ॥","samo.ahaṃ sarvabhūteṣu na me dveṣyo.asti na priyaḥ
ye bhajanti tu māṃ bhaktyā mayi te teṣu cāpyaham","I am alike to all beings to me none is hateful, none dear. But those who worship me with devotion (dwell) in me, and I too in them.","machine-aligned; two human reviews pending","f34c9ecef5f199df61cd46b985f410fc4295fb8ab9e9dc21b3664ccefef27c89"
"gita.9.30","9","30","Krishna","अपि चेत्सुदुराचारो भजते मामनन्यभाक्।
साधुरेव स मन्तव्यः सम्यग्व्यवसितो हि सः ॥","api cetsudurācāro bhajate māmananyabhāk
sādhureva sa mantavyaḥ samyagvyavasito hi saḥ","Even if a very ill-conducted man worships me, not worshipping any one else, he must certainly be deemed to be good, for he has well resolved.","machine-aligned; two human reviews pending","04f2afa54b8fe881e83b08e05fabc6e7d0f6c3932511b573fdac076e3f487325"
"gita.9.31","9","31","Krishna","क्षिप्रं भवति धर्मात्मा शश्वच्छान्तिं निगच्छति।
कौन्तेय प्रतिजानीहि न मे भक्तः प्रणश्यति ॥","kṣipraṃ bhavati dharmātmā śaśvacchāntiṃ nigacchati
kaunteya pratijānīhi na me bhaktaḥ praṇaśyati","He soon becomes devout of heart, and obtains lasting tranquillity. (You may) affirm, O son of Kuntī! that my devotee is never ruined. For, O son of Pṛthā! even those who are of sinful birth, women, Vaiśyas","machine-aligned; two human reviews pending","24e793fcb6462697a5d1da981d7c5fd999b8b4ab08ad5e3352a1eb2022a9e033"
"gita.9.32","9","32","Krishna","मां हि पार्थ व्यपाश्रित्य येऽपि स्युः पापयोनयः।
स्त्रियो वैश्यास्तथा शूद्रास्तेऽपि यान्ति परां गतिम् ॥","māṃ hi pārtha vyapāśritya ye.api syuḥ pāpayonayaḥ
striyo vaiśyāstathā śūdrāste.api yānti parāṃ gatim","and Śūdras likewise, resorting to me, attain the supreme goal.","machine-aligned; two human reviews pending","ce761816f4ee04c6d8537b95ede882c03dd9d1ae8800c8690417d68242fcee88"
"gita.9.33","9","33","Krishna","किं पुनर्ब्राह्मणाः पुण्या भक्ता राजर्षयस्तथा।
अनित्यमसुखं लोकमिमं प्राप्य भजस्व माम् ॥","kiṃ punarbrāhmaṇāḥ puṇyā bhaktā rājarṣayastathā
anityamasukhaṃ lokamimaṃ prāpya bhajasva mām","What then (need be said of) holy Brāhmaṇas and royal saints who are (my) devotees? Coming to this transient unhappy world, worship me.","machine-aligned; two human reviews pending","11c9576c245e1ec6dfa99ea113321f7071c746a09bbe7c92b7a73cc9381d4fca"
"gita.9.34","9","34","Krishna","मन्मना भव मद्भक्तो मद्याजी मां नमस्कुरु।
मामेवैष्यसि युक्त्वैवमात्मानं मत्परायणः ॥","manmanā bhava madbhakto madyājī māṃ namaskuru
māmevaiṣyasi yuktvaivamātmānaṃ matparāyaṇaḥ","(Place your) mind on me, become my devotee, my worshipper reverence me, and thus making me your highest goal, and devoting your self to abstraction, you will certainly come to me.","machine-aligned; two human reviews pending","839aa14b3a677fd2701d20473dee56f9099b66b981ba2a23915e877d804097c9"
